author_anonymous,package_id,asset_type,content_category,reason_code,original_audio_language,source_language,target_language,runtime_minutes,start_date,submit_date,due_date,on_time
jscftwJy,1953166,SUBTITLE,VIDEO,STANDARD,en-GB,en-GB,hu,23.1,2022-03-12,2022-03-18,2022-03-19,1
jscftwJy,1953167,SUBTITLE,VIDEO,STANDARD,en-GB,en-GB,hu,23.1,2022-03-11,2022-03-18,2022-03-19,1
eSgINOPj,2029979,SUBTITLE,VIDEO,STANDARD,en,en,fi,30.0,2022-03-16,2022-03-18,2022-03-18,1
jscftwJy,1953169,SUBTITLE,VIDEO,STANDARD,en-GB,en-GB,hu,23.1,2022-03-12,2022-03-18,2022-03-19,1
tYBViqgR,1954806,SUBTITLE,VIDEO,STANDARD,en,en,ko,8.2,2022-03-16,2022-03-18,2022-04-01,1
LZqbKCua,1954802,SUBTITLE,VIDEO,STANDARD,en,en,pl,8.2,2022-03-17,2022-03-18,2022-03-23,1
tYBViqgR,1954803,SUBTITLE,VIDEO,STANDARD,en,en,ko,7.9,2022-03-16,2022-03-18,2022-04-01,1
zJfOynAN,1991873,SUBTITLE,VIDEO,STANDARD,en,en,es-ES,26.8,2022-03-14,2022-03-18,2022-03-18,1
zJfOynAN,1991871,SUBTITLE,VIDEO,STANDARD,en,en,es-ES,25.2,2022-03-14,2022-03-18,2022-03-18,1
BVzgEmOh,2014526,SUBTITLE,VIDEO,STANDARD,en,en,uk,31.3,2022-03-15,2022-03-18,2022-03-18,1
NLRBXdVc,1996369,SUBTITLE,VIDEO,STANDARD,it,en,hr,50.0,2022-03-16,2022-03-19,2022-03-22,1
rYcGUOmE,2026554,SUBTITLE,VIDEO,STANDARD,en,en,ko,45.7,2022-03-17,2022-03-19,2022-03-23,1
GkcAOtpq,1777635,SUBTITLE,VIDEO,STANDARD,en,en,hu,23.7,2022-03-11,2022-03-19,2022-03-23,1
sSkVUcgL,1996369,SUBTITLE,VIDEO,STANDARD,it,en,pt-BR,50.0,2022-03-16,2022-03-19,2022-03-22,1
zJfTdtbL,1953166,SUBTITLE,VIDEO,STANDARD,en-GB,en-GB,en,23.1,2022-03-17,2022-03-19,2022-03-19,1
hAwJZYfz,1883721,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,116.5,2022-03-09,2022-03-19,2022-03-30,1
LZqbKCua,1954804,SUBTITLE,VIDEO,STANDARD,en,en,pl,8.2,2022-03-18,2022-03-19,2022-03-23,1
xGKmlmID,1666749,SUBTITLE,VIDEO,STANDARD,en,en,ms,40.9,2022-03-14,2022-03-20,2022-03-29,1
zuHtHozR,1979960,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,49.8,2022-03-07,2022-03-20,2022-03-23,1
wjGCMHzJ,2022441,SUBTITLE,VIDEO,STANDARD,en,en,hu,26.2,2022-03-19,2022-03-20,2022-03-25,1
wjGCMHzJ,2022439,SUBTITLE,VIDEO,STANDARD,en,en,hu,28.2,2022-03-18,2022-03-20,2022-03-23,1
wjGCMHzJ,2022445,SUBTITLE,VIDEO,STANDARD,en,en,hu,27.2,2022-03-19,2022-03-20,2022-03-23,1
EvDruNCa,2025547,SUBTITLE,VIDEO,STANDARD,es-ES,en,zh-Hans,45.7,2022-03-17,2022-03-21,2022-03-22,1
jxlEGaPO,1999178,SUBTITLE,VIDEO,STANDARD,en,en,hu,43.8,2022-03-17,2022-03-21,2022-03-22,1
jscftwJy,1953164,SUBTITLE,VIDEO,STANDARD,en-GB,en-GB,hu,23.1,2022-03-15,2022-03-21,2022-03-26,1
oXKSBqOu,2025547,SUBTITLE,VIDEO,STANDARD,es-ES,en,hr,45.7,2022-03-17,2022-03-21,2022-03-22,1
hAwJZYfz,2034089,SUBTITLE,VIDEO,STANDARD,fr,en,zh-Hans,39.4,2022-03-19,2022-03-21,2022-03-23,1
LeinCivl,1973346,SUBTITLE,VIDEO,STANDARD,es,en,cs,32.2,2022-03-18,2022-03-21,2022-03-21,1
LZqbKCua,1954799,SUBTITLE,VIDEO,STANDARD,en,en,pl,8.2,2022-03-19,2022-03-21,2022-03-23,1
ZMnioVxt,2017818,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,17.1,2022-03-21,2022-03-21,2022-03-22,1
xcGfOVqI,2019394,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,34.6,2022-03-19,2022-03-21,2022-03-22,1
wjGCMHzJ,2025777,SUBTITLE,VIDEO,STANDARD,en,en,hu,110.5,2022-02-22,2022-03-21,2022-03-31,1
tgShWguZ,1947920,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,39.6,2022-03-20,2022-03-21,2022-03-22,1
zJfOynAN,1991881,SUBTITLE,VIDEO,STANDARD,en,en,es-ES,23.9,2022-03-20,2022-03-21,2022-03-23,1
lQQgINhN,2032597,SUBTITLE,VIDEO,STANDARD,en,en,ko,41.5,2022-03-17,2022-03-21,2022-03-21,1
ZMnioVxt,2022439,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,28.2,2022-03-17,2022-03-21,2022-03-23,1
EMIzboRV,2032595,SUBTITLE,VIDEO,STANDARD,en,en,cs,57.3,2022-03-15,2022-03-21,2022-03-22,1
JKCRgMHz,1954804,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,8.2,2022-03-15,2022-03-21,2022-03-22,1
xcGfOVqI,2017818,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,17.1,2022-03-18,2022-03-21,2022-03-22,1
BdoAvALH,2019819,LANGUAGE_TEMPLATE,VIDEO,STANDARD,pt-BR,en,pt-BR,39.7,2022-03-15,2022-03-21,2022-03-22,1
JKCRgMHz,1954795,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,8.2,2022-03-21,2022-03-21,2022-03-25,1
JKCRgMHz,1954797,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,8.0,2022-03-17,2022-03-21,2022-03-25,1
JKCRgMHz,1954799,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,8.2,2022-03-15,2022-03-21,2022-03-25,1
EMIzboRV,2032597,SUBTITLE,VIDEO,STANDARD,en,en,cs,41.5,2022-03-17,2022-03-22,2022-03-25,1
DqhgTYnm,1540353,SUBTITLE,VIDEO,STANDARD,en,en,uk,46.4,2022-03-01,2022-03-22,2022-03-22,1
BdoAvALH,2019820,LANGUAGE_TEMPLATE,VIDEO,STANDARD,pt-BR,en,pt-BR,38.0,2022-03-18,2022-03-22,2022-03-25,1
EMIzboRV,2032592,SUBTITLE,VIDEO,STANDARD,en,en,cs,59.4,2022-03-17,2022-03-22,2022-03-25,1
OvUGTpIi,2002273,SUBTITLE,VIDEO,STANDARD,en,en,cs,87.2,2022-03-18,2022-03-22,2022-03-22,1
cYWwkPaj,2028255,LANGUAGE_TEMPLATE,VIDEO,STANDARD,de,en,de,90.6,2022-03-10,2022-03-22,2022-03-23,1
njDJmclQ,2025547,SUBTITLE,VIDEO,STANDARD,es-ES,en,ru,45.7,2022-03-17,2022-03-22,2022-03-22,1
ZVDveMBf,1997605,SUBTITLE,VIDEO,STANDARD,en,en,hr,44.1,2022-03-17,2022-03-22,2022-03-22,1
bJbiDUlW,2025547,SUBTITLE,VIDEO,STANDARD,es-ES,en,ko,45.7,2022-03-18,2022-03-22,2022-03-22,1
BySZyPeU,1986663,SUBTITLE,VIDEO,STANDARD,en,en,cs,25.9,2022-03-21,2022-03-22,2022-03-23,1
uViEoAsb,2043159,SUBTITLE,VIDEO,STANDARD,ja,en,ru,38.3,2022-03-18,2022-03-22,2022-03-24,1
zuHtHozR,1979957,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,51.6,2022-03-11,2022-03-22,2022-03-23,1
ZMnioVxt,2022445,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,27.2,2022-03-20,2022-03-22,2022-03-23,1
qkYEDhuk,1979963,SUBTITLE,VIDEO,STANDARD,en,en,hu,46.5,2022-03-15,2022-03-22,2022-03-23,1
oiJZCQwl,1996369,SUBTITLE,VIDEO,STANDARD,it,en,fi,50.0,2022-03-18,2022-03-22,2022-03-22,1
LZqbKCua,1954794,SUBTITLE,VIDEO,STANDARD,en,en,pl,7.7,2022-03-21,2022-03-22,2022-03-28,1
xGKmlmID,1986883,SUBTITLE,VIDEO,STANDARD,en,en,ms,21.2,2022-03-21,2022-03-22,2022-03-23,1
PXaUFTYh,1999175,SUBTITLE,VIDEO,STANDARD,en,en,de,42.0,2022-03-21,2022-03-22,2022-03-23,1
LZqbKCua,1954797,SUBTITLE,VIDEO,STANDARD,en,en,pl,8.0,2022-03-22,2022-03-22,2022-03-28,1
VnEBeHHb,1996369,SUBTITLE,VIDEO,STANDARD,it,en,zh-Hant,50.0,2022-03-18,2022-03-22,2022-03-22,1
qkYEDhuk,1979961,SUBTITLE,VIDEO,STANDARD,en,en,hu,52.5,2022-03-10,2022-03-22,2022-03-23,1
zJfOynAN,2018366,SUBTITLE,VIDEO,STANDARD,en,en,es-ES,22.1,2022-03-18,2022-03-22,2022-03-22,1
FtIiYYcj,2020838,SUBTITLE,VIDEO,STANDARD,en,en,pl,47.9,2022-03-18,2022-03-22,2022-03-23,1
LeinCivl,2025547,SUBTITLE,VIDEO,STANDARD,es-ES,en,cs,45.7,2022-03-21,2022-03-22,2022-03-22,1
kuaPoeON,1996369,SUBTITLE,VIDEO,STANDARD,it,en,ro,50.0,2022-03-17,2022-03-22,2022-03-22,1
qzynioFi,1996369,SUBTITLE,VIDEO,STANDARD,it,en,pl,50.0,2022-03-16,2022-03-22,2022-03-22,1
BBuFMuon,2025547,SUBTITLE,VIDEO,STANDARD,es-ES,en,en,45.7,2022-03-17,2022-03-22,2022-03-22,1
BNvwTxAh,1996369,SUBTITLE,VIDEO,STANDARD,it,en,cs,50.0,2022-03-16,2022-03-22,2022-03-22,1
zcBtsDiy,1996369,SUBTITLE,VIDEO,STANDARD,it,en,ru,50.0,2022-03-17,2022-03-22,2022-03-22,1
pZsxbtgD,1996383,SUBTITLE,VIDEO,STANDARD,it,en,hu,44.3,2022-03-07,2022-03-22,2022-03-23,1
QtfPDJyS,2025547,SUBTITLE,VIDEO,STANDARD,es-ES,en,pl,45.7,2022-03-21,2022-03-22,2022-03-22,1
JvrkbvKA,1999176,SUBTITLE,VIDEO,STANDARD,en,en,nl,41.4,2022-03-11,2022-03-22,2022-03-23,1
fNhOCwCF,1997615,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,32.3,2022-03-21,2022-03-22,2022-03-23,1
pZsxbtgD,1996369,SUBTITLE,VIDEO,STANDARD,it,en,hu,50.0,2022-03-16,2022-03-22,2022-03-23,1
sSkVUcgL,2025547,SUBTITLE,VIDEO,STANDARD,es-ES,en,pt-BR,45.7,2022-03-17,2022-03-22,2022-03-22,1
JvrkbvKA,1999177,SUBTITLE,VIDEO,STANDARD,en,en,nl,43.4,2022-03-08,2022-03-22,2022-03-23,1
JvrkbvKA,1999174,SUBTITLE,VIDEO,STANDARD,en,en,nl,42.7,2022-03-06,2022-03-22,2022-03-23,1
pZsxbtgD,1996374,SUBTITLE,VIDEO,STANDARD,it,en,hu,38.8,2022-03-01,2022-03-22,2022-03-23,1
JvrkbvKA,1999175,SUBTITLE,VIDEO,STANDARD,en,en,nl,42.0,2022-03-11,2022-03-22,2022-03-23,1
pZsxbtgD,1996372,SUBTITLE,VIDEO,STANDARD,it,en,hu,40.5,2022-01-31,2022-03-22,2022-03-23,1
JvrkbvKA,1999178,SUBTITLE,VIDEO,STANDARD,en,en,nl,43.8,2022-03-14,2022-03-22,2022-03-23,1
pZsxbtgD,1996379,SUBTITLE,VIDEO,STANDARD,it,en,hu,36.0,2022-02-16,2022-03-22,2022-03-23,1
JvrkbvKA,1999191,SUBTITLE,VIDEO,STANDARD,en,en,nl,46.4,2022-03-02,2022-03-22,2022-03-23,1
pZsxbtgD,1996380,SUBTITLE,VIDEO,STANDARD,it,en,hu,39.2,2022-01-26,2022-03-22,2022-03-23,1
pZsxbtgD,1996375,SUBTITLE,VIDEO,STANDARD,it,en,hu,40.1,2022-03-09,2022-03-22,2022-03-23,1
pZsxbtgD,1996370,SUBTITLE,VIDEO,STANDARD,it,en,hu,41.7,2022-03-13,2022-03-22,2022-03-23,1
ZJvIzysb,1996369,SUBTITLE,VIDEO,STANDARD,it,en,sv,50.0,2022-03-17,2022-03-23,2022-03-24,1
JKCRgMHz,1954801,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,8.0,2022-03-22,2022-03-23,2022-03-29,1
hknphKFV,1997317,SUBTITLE,VIDEO,STANDARD,en,en,ms,42.4,2022-03-19,2022-03-23,2022-03-23,1
JKCRgMHz,1954794,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,7.7,2022-03-21,2022-03-23,2022-03-29,1
UWScoyhg,2043398,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,9.7,2022-03-22,2022-03-23,2022-03-24,1
OsbxBWsm,2043159,SUBTITLE,VIDEO,STANDARD,ja,en,pl,38.3,2022-03-18,2022-03-23,2022-03-24,1
UWScoyhg,2043399,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,5.9,2022-03-22,2022-03-23,2022-03-24,1
dUWuDuOV,2043159,SUBTITLE,VIDEO,STANDARD,ja,en,it,38.3,2022-03-18,2022-03-23,2022-03-24,1
qppurxmQ,1702701,SUBTITLE,VIDEO,STANDARD,en,en,uk,22.1,2022-02-22,2022-03-23,2022-04-03,1
TXIiIPWK,2043159,SUBTITLE,VIDEO,STANDARD,ja,en,pt-BR,38.3,2022-03-21,2022-03-23,2022-03-24,1
oXKSBqOu,2034089,SUBTITLE,VIDEO,STANDARD,fr,en,hr,39.4,2022-03-18,2022-03-23,2022-03-23,1
OZjhMWyp,2006837,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hans,72.4,2022-03-19,2022-03-23,2022-03-23,1
mfikQmoK,1997317,SUBTITLE,VIDEO,STANDARD,en,en,cs,42.4,2022-03-19,2022-03-23,2022-03-23,1
fNhOCwCF,1997601,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,31.1,2022-03-22,2022-03-23,2022-03-29,1
oiJZCQwl,2043159,SUBTITLE,VIDEO,STANDARD,ja,en,fi,38.3,2022-03-22,2022-03-23,2022-03-24,1
zJfTdtbL,1953164,SUBTITLE,VIDEO,STANDARD,en-GB,en-GB,en,23.1,2022-03-19,2022-03-24,2022-03-24,1
LZqbKCua,1954801,SUBTITLE,VIDEO,STANDARD,en,en,pl,8.0,2022-03-24,2022-03-24,2022-03-29,1
IOeicxmU,2043159,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hans,38.3,2022-03-21,2022-03-24,2022-03-24,1
qtZexWHA,2043159,SUBTITLE,VIDEO,STANDARD,ja,en,nb,38.3,2022-03-20,2022-03-24,2022-03-24,1
LZqbKCua,1954795,SUBTITLE,VIDEO,STANDARD,en,en,pl,8.2,2022-03-22,2022-03-24,2022-03-28,1
hknphKFV,2043159,SUBTITLE,VIDEO,STANDARD,ja,en,ms,38.3,2022-03-18,2022-03-24,2022-03-24,1
hAwJZYfz,2037073,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,42.1,2022-03-22,2022-03-24,2022-03-25,1
ZMnioVxt,2022441,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,26.2,2022-03-22,2022-03-24,2022-03-25,1
WjJUvQTW,2043159,SUBTITLE,VIDEO,STANDARD,ja,en,cs,38.3,2022-03-22,2022-03-24,2022-03-24,1
PXaUFTYh,1999178,SUBTITLE,VIDEO,STANDARD,en,en,de,43.8,2022-03-23,2022-03-24,2022-03-26,1
rYcGUOmE,2001056,SUBTITLE,VIDEO,STANDARD,en,en,ko,45.3,2022-03-21,2022-03-24,2022-03-28,1
KRfKyHYR,2043159,SUBTITLE,VIDEO,STANDARD,ja,en,uk,38.3,2022-03-20,2022-03-24,2022-03-24,1
YTtxkiOA,1877066,SUBTITLE,VIDEO,STANDARD,es-ES,en,fil,29.4,2022-03-24,2022-03-24,2022-04-09,1
HhnspbHV,2043159,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hant,38.3,2022-03-18,2022-03-24,2022-03-24,1
LyhYGPKo,2043159,SUBTITLE,VIDEO,STANDARD,ja,en,ro,38.3,2022-03-22,2022-03-24,2022-03-24,1
VnEBeHHb,2022445,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hant,27.2,2022-03-22,2022-03-24,2022-03-25,1
VnEBeHHb,2022450,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hant,28.7,2022-03-19,2022-03-24,2022-03-25,1
LgWKloLQ,2043159,SUBTITLE,VIDEO,STANDARD,ja,en,hr,38.3,2022-03-18,2022-03-24,2022-03-24,1
BBuFMuon,2043159,SUBTITLE,VIDEO,STANDARD,ja,en,en,38.3,2022-03-18,2022-03-24,2022-03-24,1
XHSjYnae,2043159,SUBTITLE,VIDEO,STANDARD,ja,en,de,38.3,2022-03-18,2022-03-24,2022-03-25,1
NWVgkwMg,2043399,SUBTITLE,VIDEO,STANDARD,en,en,ko,5.9,2022-03-23,2022-03-24,2022-03-24,1
VnEBeHHb,2022441,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hant,26.2,2022-03-24,2022-03-24,2022-03-25,1
YXvkqWpy,1983129,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,21.1,2022-03-23,2022-03-25,2022-03-29,1
bYkUJEKd,2005738,SUBTITLE,VIDEO,STANDARD,en,en,cs,26.2,2022-03-21,2022-03-25,2022-03-26,1
LeinCivl,2019328,SUBTITLE,VIDEO,STANDARD,en,en,cs,26.2,2022-03-23,2022-03-25,2022-03-25,1
YXvkqWpy,1983128,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,21.2,2022-03-24,2022-03-25,2022-03-29,1
hAwJZYfz,2017145,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,41.0,2022-03-22,2022-03-25,2022-03-25,1
bYkUJEKd,2005730,SUBTITLE,VIDEO,STANDARD,en,en,cs,21.8,2022-03-24,2022-03-25,2022-03-26,1
GkcAOtpq,2031823,SUBTITLE,VIDEO,STANDARD,es-ES,en,hu,41.2,2022-03-16,2022-03-25,2022-03-31,1
YXvkqWpy,1983135,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,20.8,2022-03-21,2022-03-25,2022-03-29,1
PXaUFTYh,1996370,SUBTITLE,VIDEO,STANDARD,it,en,de,41.7,2022-03-24,2022-03-25,2022-03-29,1
JvxbzeQN,2025547,SUBTITLE,VIDEO,STANDARD,es-ES,en,th,45.7,2022-03-21,2022-03-25,2022-03-25,1
cPAWETpg,2028255,CLOSED_CAPTIONING,VIDEO,STANDARD,de,de,de,90.6,2022-03-22,2022-03-25,2022-03-26,1
zJfTdtbL,1913022,SUBTITLE,VIDEO,STANDARD,en-GB,en-GB,en,23.1,2022-03-24,2022-03-25,2022-03-25,1
zuHtHozR,1979959,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,52.0,2022-03-21,2022-03-25,2022-04-08,1
bSygbkUJ,1954803,SUBTITLE,VIDEO,STANDARD,en,en,de,7.9,2022-03-24,2022-03-25,2022-03-31,1
xGKmlmID,1986880,SUBTITLE,VIDEO,STANDARD,en,en,ms,21.3,2022-03-23,2022-03-25,2022-03-26,1
xcGfOVqI,2043399,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,5.9,2022-03-24,2022-03-25,2022-03-25,1
bSygbkUJ,1954798,SUBTITLE,VIDEO,STANDARD,en,en,de,8.2,2022-03-21,2022-03-25,2022-03-28,1
bSygbkUJ,1954808,SUBTITLE,VIDEO,STANDARD,en,en,de,8.2,2022-03-24,2022-03-25,2022-03-31,1
xcGfOVqI,2043398,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,9.7,2022-03-24,2022-03-25,2022-03-25,1
bSygbkUJ,1954806,SUBTITLE,VIDEO,STANDARD,en,en,de,8.2,2022-03-24,2022-03-25,2022-03-28,1
zRIcFzmH,1979960,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,49.8,2022-03-23,2022-03-25,2022-03-25,1
bSygbkUJ,1954805,SUBTITLE,VIDEO,STANDARD,en,en,de,7.7,2022-03-24,2022-03-25,2022-03-28,1
bSygbkUJ,1954799,SUBTITLE,VIDEO,STANDARD,en,en,de,8.2,2022-03-25,2022-03-25,2022-04-05,1
bSygbkUJ,1954802,SUBTITLE,VIDEO,STANDARD,en,en,de,8.2,2022-03-25,2022-03-25,2022-03-31,1
gpGfSHCP,1698594,SUBTITLE,VIDEO,STANDARD,en,en,fil,43.1,2022-03-03,2022-03-25,2022-03-25,1
YTtxkiOA,1877065,SUBTITLE,VIDEO,STANDARD,es-ES,en,fil,27.8,2022-03-24,2022-03-25,2022-04-09,1
gpGfSHCP,1698593,SUBTITLE,VIDEO,STANDARD,en,en,fil,42.1,2022-03-03,2022-03-25,2022-03-25,1
YTtxkiOA,1877071,SUBTITLE,VIDEO,STANDARD,es-ES,en,fil,22.9,2022-03-23,2022-03-25,2022-04-09,1
gpGfSHCP,1698591,SUBTITLE,VIDEO,STANDARD,en,en,fil,52.3,2022-03-09,2022-03-25,2022-03-25,1
gpGfSHCP,1698590,SUBTITLE,VIDEO,STANDARD,en,en,fil,50.2,2022-03-09,2022-03-25,2022-03-25,1
gpGfSHCP,1698595,SUBTITLE,VIDEO,STANDARD,en,en,fil,47.6,2022-03-09,2022-03-25,2022-03-25,1
rYcGUOmE,2001057,SUBTITLE,VIDEO,STANDARD,en,en,ko,51.3,2022-03-23,2022-03-25,2022-03-28,1
gpGfSHCP,1698592,SUBTITLE,VIDEO,STANDARD,en,en,fil,48.8,2022-03-07,2022-03-25,2022-03-25,1
hAwJZYfz,2019505,SUBTITLE,VIDEO,STANDARD,es,en,zh-Hans,46.3,2022-03-23,2022-03-25,2022-03-30,1
jscftwJy,1913022,SUBTITLE,VIDEO,STANDARD,en-GB,en-GB,hu,23.1,2022-01-28,2022-03-25,2022-03-26,1
hAwJZYfz,2019504,SUBTITLE,VIDEO,STANDARD,es,en,zh-Hans,44.5,2022-03-23,2022-03-25,2022-03-25,1
NWVgkwMg,2043398,SUBTITLE,VIDEO,STANDARD,en,en,ko,9.7,2022-03-24,2022-03-25,2022-03-25,1
zJfOynAN,1991864,SUBTITLE,VIDEO,STANDARD,en,en,es-ES,23.4,2022-03-21,2022-03-25,2022-03-25,1
jscftwJy,1913027,SUBTITLE,VIDEO,STANDARD,en-GB,en-GB,hu,23.1,2022-03-15,2022-03-25,2022-03-26,1
BySZyPeU,1986669,SUBTITLE,VIDEO,STANDARD,en,en,cs,25.8,2022-03-22,2022-03-25,2022-03-31,1
jscftwJy,1913025,SUBTITLE,VIDEO,STANDARD,en-GB,en-GB,hu,23.1,2022-03-15,2022-03-25,2022-03-26,1
zJfTdtbL,1997314,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,42.6,2022-03-23,2022-03-26,2022-03-26,1
zuHtHozR,1979955,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,60.2,2022-03-23,2022-03-26,2022-04-08,1
zJfOynAN,2018374,SUBTITLE,VIDEO,STANDARD,en,en,es-ES,22.1,2022-03-22,2022-03-26,2022-03-26,1
BdoAvALH,2019328,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,26.2,2022-03-23,2022-03-26,2022-03-26,1
tgShWguZ,1996380,CLOSED_CAPTIONING,VIDEO,STANDARD,it,en,en,39.2,2022-03-26,2022-03-27,2022-03-27,1
qkYEDhuk,1979960,SUBTITLE,VIDEO,STANDARD,en,en,hu,49.8,2022-03-24,2022-03-27,2022-03-28,1
hknphKFV,2043155,SUBTITLE,VIDEO,STANDARD,ja,en,ms,35.3,2022-03-25,2022-03-27,2022-03-28,1
GBxcemnM,2028255,LANGUAGE_TEMPLATE,VIDEO,STANDARD,de,de,en,90.6,2022-03-22,2022-03-27,2022-03-28,1
xGKmlmID,1939590,SUBTITLE,VIDEO,STANDARD,es,en,ms,40.3,2022-03-24,2022-03-27,2022-03-28,1
YTtxkiOA,1877069,SUBTITLE,VIDEO,STANDARD,es-ES,en,fil,23.1,2022-03-27,2022-03-28,2022-04-09,1
BdoAvALH,2019817,LANGUAGE_TEMPLATE,VIDEO,STANDARD,pt-BR,en,pt-BR,34.8,2022-03-21,2022-03-28,2022-03-29,1
YTtxkiOA,1877070,SUBTITLE,VIDEO,STANDARD,es-ES,en,fil,24.5,2022-03-27,2022-03-28,2022-04-09,1
BBuFMuon,2025543,SUBTITLE,VIDEO,STANDARD,es-ES,en,en,43.4,2022-03-24,2022-03-28,2022-03-29,1
uViEoAsb,2043155,SUBTITLE,VIDEO,STANDARD,ja,en,ru,35.3,2022-03-25,2022-03-28,2022-03-28,1
mGqIaYCC,2016177,SUBTITLE,VIDEO,STANDARD,en,en,de,41.9,2022-03-23,2022-03-28,2022-03-29,1
qppurxmQ,1702600,SUBTITLE,VIDEO,STANDARD,en,en,uk,22.1,2022-03-26,2022-03-28,2022-04-03,1
dUWuDuOV,2043155,SUBTITLE,VIDEO,STANDARD,ja,en,it,35.3,2022-03-25,2022-03-28,2022-03-28,1
hAwJZYfz,1939590,SUBTITLE,VIDEO,STANDARD,es,en,zh-Hans,40.3,2022-03-25,2022-03-28,2022-03-28,1
EvDruNCa,2025543,SUBTITLE,VIDEO,STANDARD,es-ES,en,zh-Hans,43.4,2022-03-25,2022-03-28,2022-03-29,1
qppurxmQ,1702599,SUBTITLE,VIDEO,STANDARD,en,en,uk,22.1,2022-03-23,2022-03-28,2022-04-03,1
hAwJZYfz,2017147,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,42.5,2022-03-25,2022-03-28,2022-03-28,1
VnEBeHHb,2019504,SUBTITLE,VIDEO,STANDARD,es,en,zh-Hant,44.5,2022-03-25,2022-03-28,2022-03-28,1
KRfKyHYR,2043155,SUBTITLE,VIDEO,STANDARD,ja,en,uk,35.3,2022-03-25,2022-03-28,2022-03-28,1
OsbxBWsm,2043155,SUBTITLE,VIDEO,STANDARD,ja,en,pl,35.3,2022-03-25,2022-03-28,2022-03-28,1
HhnspbHV,2043155,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hant,35.3,2022-03-25,2022-03-28,2022-03-28,1
hAwJZYfz,2019502,SUBTITLE,VIDEO,STANDARD,es,en,zh-Hans,44.2,2022-03-23,2022-03-28,2022-04-04,1
zJfOynAN,1991863,SUBTITLE,VIDEO,STANDARD,en,en,es-ES,22.7,2022-03-25,2022-03-28,2022-03-28,1
ZJvIzysb,2025856,SUBTITLE,VIDEO,STANDARD,pl,en,sv,139.3,2022-03-22,2022-03-28,2022-03-31,1
LgWKloLQ,2043155,SUBTITLE,VIDEO,STANDARD,ja,en,hr,35.3,2022-03-25,2022-03-28,2022-03-28,1
WjJUvQTW,2043155,SUBTITLE,VIDEO,STANDARD,ja,en,cs,35.3,2022-03-25,2022-03-28,2022-03-28,1
LyhYGPKo,2043155,SUBTITLE,VIDEO,STANDARD,ja,en,ro,35.3,2022-03-27,2022-03-28,2022-03-28,1
TXIiIPWK,2043155,SUBTITLE,VIDEO,STANDARD,ja,en,pt-BR,35.3,2022-03-25,2022-03-28,2022-03-28,1
XHSjYnae,2043155,SUBTITLE,VIDEO,STANDARD,ja,en,de,35.3,2022-03-25,2022-03-28,2022-03-29,1
NOooqeZL,1945220,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,94.9,2022-03-16,2022-03-28,2022-03-29,1
qtZexWHA,2043155,SUBTITLE,VIDEO,STANDARD,ja,en,nb,35.3,2022-03-27,2022-03-28,2022-03-28,1
